year,cbsa,GEO_ID,CONTROL,LAG_2,LAG_1,TARGET,REMOTE_x,REMOTE_PPL_x,Computer_x,WirelessDevice_x,Cellular_x,CableFiber_x,SatelliteInternet_x,dist_to_cbd_x,covid,REMOTE_y,REMOTE_PPL_y,Computer_y,WirelessDevice_y,Cellular_y,CableFiber_y,SatelliteInternet_y,dist_to_cbd_y,REMOTE,REMOTE_PPL,Computer,WirelessDevice,Cellular,CableFiber,SatelliteInternet,dist_to_cbd
2019,36540,68131.0,SCP_PPL1Y,0.6153846153846154,0.6130268199233717,0.6254826254826255,0.3603689914208625,375,0.7559999999999999,0.054,0.755,0.706,0.027,7.925969276391527,0,0.3603689914208625,375,0.7559999999999999,0.054,0.755,0.706,0.027,7.925969276391527,0.3603689914208625,375,0.7559999999999999,0.054,0.755,0.706,0.027,7.925969276391527
2020,36540,68131.0,SCP_PPL1Y,0.6130268199233717,0.6254826254826255,0.6378600823045267,0.404295241484186,440,0.773,0.051,0.815,0.7190000000000001,0.026,7.925969276391527,1,0.404295241484186,440,0.773,0.051,0.815,0.7190000000000001,0.026,7.925969276391527,0.404295241484186,440,0.773,0.051,0.815,0.7190000000000001,0.026,7.925969276391527
2021,36540,68131.0,SCP_PPL1Y,0.6254826254826255,0.6378600823045267,0.5806451612903226,0.4094254861864904,541,0.7959999999999999,0.051,0.838,0.718,0.022,7.925969276391527,1,0.4094254861864904,541,0.7959999999999999,0.051,0.838,0.718,0.022,7.925969276391527,0.4094254861864904,541,0.7959999999999999,0.051,0.838,0.718,0.022,7.925969276391527
2022,36540,68131.0,SCP_PPL1Y,0.6378600823045267,0.5806451612903226,0.4978165938864629,0.4259504897646562,554,0.8390000000000001,0.051,0.848,0.75,0.025,7.925969276391527,1,0.4259504897646562,554,0.8390000000000001,0.051,0.848,0.75,0.025,7.925969276391527,0.4259504897646562,554,0.8390000000000001,0.051,0.848,0.75,0.025,7.925969276391527
2017,36540,68132.0,SCP_PPL1Y,0.7526315789473684,0.6787564766839378,0.6222222222222222,0.4425751779685842,780,0.8320000000000001,0.043,0.5710000000000001,0.732,0.023,8.653133834126871,0,0.4425751779685842,780,0.8320000000000001,0.043,0.5710000000000001,0.732,0.023,8.653133834126871,0.4425751779685842,780,0.8320000000000001,0.043,0.5710000000000001,0.732,0.023,8.653133834126871
2018,36540,68132.0,SCP_PPL1Y,0.6787564766839378,0.6222222222222222,0.5990566037735849,0.4441146618136499,705,0.82,0.044,0.6629999999999999,0.718,0.023,8.653133834126871,0,0.4441146618136499,705,0.82,0.044,0.6629999999999999,0.718,0.023,8.653133834126871,0.4441146618136499,705,0.82,0.044,0.6629999999999999,0.718,0.023,8.653133834126871
2019,36540,68132.0,SCP_PPL1Y,0.6222222222222222,0.5990566037735849,0.5416666666666667,0.4408513598610572,730,0.826,0.044,0.754,0.7240000000000001,0.034,8.653133834126871,0,0.4408513598610572,730,0.826,0.044,0.754,0.7240000000000001,0.034,8.653133834126871,0.4408513598610572,730,0.826,0.044,0.754,0.7240000000000001,0.034,8.653133834126871
2020,36540,68132.0,SCP_PPL1Y,0.5990566037735849,0.5416666666666667,0.4497607655502393,0.4461718225498184,794,0.846,0.049,0.83,0.78,0.039,8.653133834126871,1,0.4461718225498184,794,0.846,0.049,0.83,0.78,0.039,8.653133834126871,0.4461718225498184,794,0.846,0.049,0.83,0.78,0.039,8.653133834126871
2021,36540,68132.0,SCP_PPL1Y,0.5416666666666667,0.4497607655502393,0.5692307692307692,0.4590862280375116,875,0.828,0.047,0.887,0.812,0.042,8.653133834126871,1,0.4590862280375116,875,0.828,0.047,0.887,0.812,0.042,8.653133834126871,0.4590862280375116,875,0.828,0.047,0.887,0.812,0.042,8.653133834126871
2022,36540,68132.0,SCP_PPL1Y,0.4497607655502393,0.5692307692307692,0.4860335195530726,0.4651909163223861,871,0.856,0.047,0.897,0.8540000000000001,0.04,8.653133834126871,1,0.4651909163223861,871,0.856,0.047,0.897,0.8540000000000001,0.04,8.653133834126871,0.4651909163223861,871,0.856,0.047,0.897,0.8540000000000001,0.04,8.653133834126871
2017,30700,68502.0,SCP_PPL1Y,0.7414634146341463,0.7295918367346939,0.7263157894736842,0.3978552946106609,1065,0.802,0.03,0.5579999999999999,0.6890000000000001,0.0289999999999999,8.0259488346361,0,0.3978552946106609,1065,0.802,0.03,0.5579999999999999,0.6890000000000001,0.0289999999999999,8.0259488346361,0.3978552946106609,1065,0.802,0.03,0.5579999999999999,0.6890000000000001,0.0289999999999999,8.0259488346361
2018,30700,68502.0,SCP_PPL1Y,0.7295918367346939,0.7263157894736842,0.7393617021276596,0.390437158433955,996,0.8029999999999999,0.036,0.639,0.713,0.0289999999999999,8.0259488346361,0,0.390437158433955,996,0.8029999999999999,0.036,0.639,0.713,0.0289999999999999,8.0259488346361,0.390437158433955,996,0.8029999999999999,0.036,0.639,0.713,0.0289999999999999,8.0259488346361
2019,30700,68502.0,SCP_PPL1Y,0.7263157894736842,0.7393617021276596,0.7028571428571428,0.3880163342766272,927,0.805,0.037,0.713,0.742,0.025,8.0259488346361,0,0.3880163342766272,927,0.805,0.037,0.713,0.742,0.025,8.0259488346361,0.3880163342766272,927,0.805,0.037,0.713,0.742,0.025,8.0259488346361
2020,30700,68502.0,SCP_PPL1Y,0.7393617021276596,0.7028571428571428,0.6842105263157894,0.3931242621381132,1003,0.812,0.036,0.809,0.752,0.031,8.0259488346361,1,0.3931242621381132,1003,0.812,0.036,0.809,0.752,0.031,8.0259488346361,0.3931242621381132,1003,0.812,0.036,0.809,0.752,0.031,8.0259488346361
2021,30700,68502.0,SCP_PPL1Y,0.7028571428571428,0.6842105263157894,0.6518987341772152,0.3863445802374255,952,0.8009999999999999,0.036,0.8320000000000001,0.765,0.0409999999999999,8.0259488346361,1,0.3863445802374255,952,0.8009999999999999,0.036,0.8320000000000001,0.765,0.0409999999999999,8.0259488346361,0.3863445802374255,952,0.8009999999999999,0.036,0.8320000000000001,0.765,0.0409999999999999,8.0259488346361
2022,30700,68502.0,SCP_PPL1Y,0.6842105263157894,0.6518987341772152,0.6644736842105263,0.3713147401187978,920,0.815,0.037,0.841,0.794,0.036,8.0259488346361,1,0.3713147401187978,920,0.815,0.037,0.841,0.794,0.036,8.0259488346361,0.3713147401187978,920,0.815,0.037,0.841,0.794,0.036,8.0259488346361
2017,30700,68503.0,SCP_PPL1Y,0.6534653465346536,0.6568627450980392,0.6491228070175439,0.3280644372349361,328,0.81,0.038,0.506,0.728,0.04,7.901308820623896,0,0.3280644372349361,328,0.81,0.038,0.506,0.728,0.04,7.901308820623896,0.3280644372349361,328,0.81,0.038,0.506,0.728,0.04,7.901308820623896
2018,30700,68503.0,SCP_PPL1Y,0.6568627450980392,0.6491228070175439,0.6702898550724639,0.3457764980493247,466,0.7909999999999999,0.039,0.6,0.7440000000000001,0.038,7.901308820623896,0,0.3457764980493247,466,0.7909999999999999,0.039,0.6,0.7440000000000001,0.038,7.901308820623896,0.3457764980493247,466,0.7909999999999999,0.039,0.6,0.7440000000000001,0.038,7.901308820623896
2019,30700,68503.0,SCP_PPL1Y,0.6491228070175439,0.6702898550724639,0.6420233463035019,0.3754701671773902,542,0.787,0.042,0.67,0.752,0.04,7.901308820623896,0,0.3754701671773902,542,0.787,0.042,0.67,0.752,0.04,7.901308820623896,0.3754701671773902,542,0.787,0.042,0.67,0.752,0.04,7.901308820623896
2020,30700,68503.0,SCP_PPL1Y,0.6702898550724639,0.6420233463035019,0.6275303643724696,0.3624885398511025,497,0.7979999999999999,0.044,0.773,0.753,0.045,7.901308820623896,1,0.3624885398511025,497,0.7979999999999999,0.044,0.773,0.753,0.045,7.901308820623896,0.3624885398511025,497,0.7979999999999999,0.044,0.773,0.753,0.045,7.901308820623896
2021,30700,68503.0,SCP_PPL1Y,0.6420233463035019,0.6275303643724696,0.5860655737704918,0.357148460080964,608,0.8059999999999999,0.049,0.797,0.758,0.05,7.901308820623896,1,0.357148460080964,608,0.8059999999999999,0.049,0.797,0.758,0.05,7.901308820623896,0.357148460080964,608,0.8059999999999999,0.049,0.797,0.758,0.05,7.901308820623896
2022,30700,68503.0,SCP_PPL1Y,0.6275303643724696,0.5860655737704918,0.569811320754717,0.3914880456411093,615,0.82,0.048,0.818,0.769,0.045,7.901308820623896,1,0.3914880456411093,615,0.82,0.048,0.818,0.769,0.045,7.901308820623896,0.3914880456411093,615,0.82,0.048,0.818,0.769,0.045,7.901308820623896
2017,30700,68504.0,SCP_PPL1Y,0.6875,0.6791808873720137,0.641304347826087,0.3926369049274194,742,0.787,0.037,0.467,0.6920000000000001,0.02,8.668006153261896,0,0.3926369049274194,742,0.787,0.037,0.467,0.6920000000000001,0.02,8.668006153261896,0.3926369049274194,742,0.787,0.037,0.467,0.6920000000000001,0.02,8.668006153261896
2018,30700,68504.0,SCP_PPL1Y,0.6791808873720137,0.641304347826087,0.5916955017301039,0.3703008410660147,642,0.753,0.039,0.5870000000000001,0.674,0.02,8.668006153261896,0,0.3703008410660147,642,0.753,0.039,0.5870000000000001,0.674,0.02,8.668006153261896,0.3703008410660147,642,0.753,0.039,0.5870000000000001,0.674,0.02,8.668006153261896
2019,30700,68504.0,SCP_PPL1Y,0.641304347826087,0.5916955017301039,0.6217105263157895,0.3690707519684542,486,0.747,0.04,0.687,0.7020000000000001,0.018,8.668006153261896,0,0.3690707519684542,486,0.747,0.04,0.687,0.7020000000000001,0.018,8.668006153261896,0.3690707519684542,486,0.747,0.04,0.687,0.7020000000000001,0.018,8.668006153261896
2020,30700,68504.0,SCP_PPL1Y,0.5916955017301039,0.6217105263157895,0.631578947368421,0.3682854506601518,398,0.774,0.038,0.7809999999999999,0.71,0.034,8.668006153261896,1,0.3682854506601518,398,0.774,0.038,0.7809999999999999,0.71,0.034,8.668006153261896,0.3682854506601518,398,0.774,0.038,0.7809999999999999,0.71,0.034,8.668006153261896
2021,30700,68504.0,SCP_PPL1Y,0.6217105263157895,0.631578947368421,0.6292517006802721,0.3506084500208267,347,0.769,0.045,0.8029999999999999,0.731,0.036,8.668006153261896,1,0.3506084500208267,347,0.769,0.045,0.8029999999999999,0.731,0.036,8.668006153261896,0.3506084500208267,347,0.769,0.045,0.8029999999999999,0.731,0.036,8.668006153261896
2022,30700,68504.0,SCP_PPL1Y,0.631578947368421,0.6292517006802721,0.631578947368421,0.3418952951832364,339,0.7959999999999999,0.044,0.8420000000000001,0.762,0.033,8.668006153261896,1,0.3418952951832364,339,0.7959999999999999,0.044,0.8420000000000001,0.762,0.033,8.668006153261896,0.3418952951832364,339,0.7959999999999999,0.044,0.8420000000000001,0.762,0.033,8.668006153261896
2017,30700,68506.0,SCP_PPL1Y,0.7654320987654322,0.7528735632183908,0.7796610169491526,0.4208339689593947,1394,0.835,0.0289999999999999,0.484,0.768,0.0289999999999999,8.817908311444702,0,0.4208339689593947,1394,0.835,0.0289999999999999,0.484,0.768,0.0289999999999999,8.817908311444702,0.4208339689593947,1394,0.835,0.0289999999999999,0.484,0.768,0.0289999999999999,8.817908311444702
2018,30700,68506.0,SCP_PPL1Y,0.7528735632183908,0.7796610169491526,0.7329545454545454,0.4281727333172927,1404,0.8440000000000001,0.0279999999999999,0.598,0.797,0.037,8.817908311444702,0,0.4281727333172927,1404,0.8440000000000001,0.0279999999999999,0.598,0.797,0.037,8.817908311444702,0.4281727333172927,1404,0.8440000000000001,0.0279999999999999,0.598,0.797,0.037,8.817908311444702
2019,30700,68506.0,SCP_PPL1Y,0.7796610169491526,0.7329545454545454,0.7212121212121212,0.4164231492024612,1283,0.8420000000000001,0.0279999999999999,0.6779999999999999,0.81,0.039,8.817908311444702,0,0.4164231492024612,1283,0.8420000000000001,0.0279999999999999,0.6779999999999999,0.81,0.039,8.817908311444702,0.4164231492024612,1283,0.8420000000000001,0.0279999999999999,0.6779999999999999,0.81,0.039,8.817908311444702
2020,30700,68506.0,SCP_PPL1Y,0.7329545454545454,0.7212121212121212,0.705521472392638,0.4364490551770394,1117,0.8390000000000001,0.032,0.782,0.8059999999999999,0.045,8.817908311444702,1,0.4364490551770394,1117,0.8390000000000001,0.032,0.782,0.8059999999999999,0.045,8.817908311444702,0.4364490551770394,1117,0.8390000000000001,0.032,0.782,0.8059999999999999,0.045,8.817908311444702
2021,30700,68506.0,SCP_PPL1Y,0.7212121212121212,0.705521472392638,0.7302631578947368,0.4459805069964272,1116,0.848,0.035,0.8079999999999999,0.8109999999999999,0.05,8.817908311444702,1,0.4459805069964272,1116,0.848,0.035,0.8079999999999999,0.8109999999999999,0.05,8.817908311444702,0.4459805069964272,1116,0.848,0.035,0.8079999999999999,0.8109999999999999,0.05,8.817908311444702
2022,30700,68506.0,SCP_PPL1Y,0.705521472392638,0.7302631578947368,0.7814569536423841,0.436695867310951,1100,0.831,0.037,0.8220000000000001,0.8009999999999999,0.049,8.817908311444702,1,0.436695867310951,1100,0.831,0.037,0.8220000000000001,0.8009999999999999,0.049,8.817908311444702,0.436695867310951,1100,0.831,0.037,0.8220000000000001,0.8009999999999999,0.049,8.817908311444702
2017,30700,68508.0,SCP_PPL1Y,0.5121951219512195,0.5064456721915286,0.4981684981684982,0.4043095645885048,232,0.71,0.05,0.4539999999999999,0.564,0.0409999999999999,6.383710645318201,0,0.4043095645885048,232,0.71,0.05,0.4539999999999999,0.564,0.0409999999999999,6.383710645318201,0.4043095645885048,232,0.71,0.05,0.4539999999999999,0.564,0.0409999999999999,6.383710645318201
2018,30700,68508.0,SCP_PPL1Y,0.5064456721915286,0.4981684981684982,0.4937388193202146,0.3904902082508735,249,0.74,0.044,0.568,0.613,0.039,6.383710645318201,0,0.3904902082508735,249,0.74,0.044,0.568,0.613,0.039,6.383710645318201,0.3904902082508735,249,0.74,0.044,0.568,0.613,0.039,6.383710645318201
2019,30700,68508.0,SCP_PPL1Y,0.4981684981684982,0.4937388193202146,0.487719298245614,0.3849390144614611,290,0.753,0.046,0.637,0.606,0.04,6.383710645318201,0,0.3849390144614611,290,0.753,0.046,0.637,0.606,0.04,6.383710645318201,0.3849390144614611,290,0.753,0.046,0.637,0.606,0.04,6.383710645318201
2020,30700,68508.0,SCP_PPL1Y,0.4937388193202146,0.487719298245614,0.4921739130434783,0.378458971121367,272,0.7659999999999999,0.047,0.715,0.597,0.038,6.383710645318201,1,0.378458971121367,272,0.7659999999999999,0.047,0.715,0.597,0.038,6.383710645318201,0.378458971121367,272,0.7659999999999999,0.047,0.715,0.597,0.038,6.383710645318201
2021,30700,68508.0,SCP_PPL1Y,0.487719298245614,0.4921739130434783,0.4981273408239701,0.3769529397051075,278,0.769,0.049,0.722,0.616,0.036,6.383710645318201,1,0.3769529397051075,278,0.769,0.049,0.722,0.616,0.036,6.383710645318201,0.3769529397051075,278,0.769,0.049,0.722,0.616,0.036,6.383710645318201
2022,30700,68508.0,SCP_PPL1Y,0.4921739130434783,0.4981273408239701,0.4928131416837782,0.3599698332527105,319,0.764,0.05,0.7440000000000001,0.652,0.037,6.383710645318201,1,0.3599698332527105,319,0.764,0.05,0.7440000000000001,0.652,0.037,6.383710645318201,0.3599698332527105,319,0.764,0.05,0.7440000000000001,0.652,0.037,6.383710645318201
2017,30700,68510.0,SCP_PPL1Y,0.7927927927927929,0.8080808080808082,0.7134146341463414,0.3952855830759046,831,0.795,0.036,0.466,0.723,0.0289999999999999,8.641715779918158,0,0.3952855830759046,831,0.795,0.036,0.466,0.723,0.0289999999999999,8.641715779918158,0.3952855830759046,831,0.795,0.036,0.466,0.723,0.0289999999999999,8.641715779918158
2018,30700,68510.0,SCP_PPL1Y,0.8080808080808082,0.7134146341463414,0.6892655367231638,0.4037570506186103,854,0.797,0.034,0.556,0.725,0.034,8.641715779918158,0,0.4037570506186103,854,0.797,0.034,0.556,0.725,0.034,8.641715779918158,0.4037570506186103,854,0.797,0.034,0.556,0.725,0.034,8.641715779918158
2019,30700,68510.0,SCP_PPL1Y,0.7134146341463414,0.6892655367231638,0.6477272727272727,0.4023354419179011,814,0.807,0.034,0.6729999999999999,0.748,0.037,8.641715779918158,0,0.4023354419179011,814,0.807,0.034,0.6729999999999999,0.748,0.037,8.641715779918158,0.4023354419179011,814,0.807,0.034,0.6729999999999999,0.748,0.037,8.641715779918158
2020,30700,68510.0,SCP_PPL1Y,0.6892655367231638,0.6477272727272727,0.6666666666666666,0.4237330537687943,959,0.8029999999999999,0.043,0.764,0.777,0.038,8.641715779918158,1,0.4237330537687943,959,0.8029999999999999,0.043,0.764,0.777,0.038,8.641715779918158,0.4237330537687943,959,0.8029999999999999,0.043,0.764,0.777,0.038,8.641715779918158
2021,30700,68510.0,SCP_PPL1Y,0.6477272727272727,0.6666666666666666,0.6308724832214765,0.4231418183205967,887,0.7809999999999999,0.0409999999999999,0.774,0.767,0.03,8.641715779918158,1,0.4231418183205967,887,0.7809999999999999,0.0409999999999999,0.774,0.767,0.03,8.641715779918158,0.4231418183205967,887,0.7809999999999999,0.0409999999999999,0.774,0.767,0.03,8.641715779918158
2022,30700,68510.0,SCP_PPL1Y,0.6666666666666666,0.6308724832214765,0.6956521739130435,0.4165830816283864,979,0.7979999999999999,0.038,0.79,0.78,0.051,8.641715779918158,1,0.4165830816283864,979,0.7979999999999999,0.038,0.79,0.78,0.051,8.641715779918158,0.4165830816283864,979,0.7979999999999999,0.038,0.79,0.78,0.051,8.641715779918158
2017,30700,68521.0,SCP_PPL1Y,0.7142857142857143,0.7314814814814816,0.7073170731707317,0.3823417775547761,1729,0.836,0.034,0.521,0.752,0.055,8.723703816558606,0,0.3823417775547761,1729,0.836,0.034,0.521,0.752,0.055,8.723703816558606,0.3823417775547761,1729,0.836,0.034,0.521,0.752,0.055,8.723703816558606
2018,30700,68521.0,SCP_PPL1Y,0.7314814814814816,0.7073170731707317,0.663594470046083,0.3889259131081646,1642,0.823,0.0289999999999999,0.637,0.7609999999999999,0.051,8.723703816558606,0,0.3889259131081646,1642,0.823,0.0289999999999999,0.637,0.7609999999999999,0.051,8.723703816558606,0.3889259131081646,1642,0.823,0.0289999999999999,0.637,0.7609999999999999,0.051,8.723703816558606
2019,30700,68521.0,SCP_PPL1Y,0.7073170731707317,0.663594470046083,0.6814159292035398,0.3872088356734176,1557,0.8220000000000001,0.027,0.738,0.762,0.048,8.723703816558606,0,0.3872088356734176,1557,0.8220000000000001,0.027,0.738,0.762,0.048,8.723703816558606,0.3872088356734176,1557,0.8220000000000001,0.027,0.738,0.762,0.048,8.723703816558606
2020,30700,68521.0,SCP_PPL1Y,0.663594470046083,0.6814159292035398,0.6208333333333333,0.3930594867868034,1439,0.812,0.031,0.826,0.787,0.052,8.723703816558606,1,0.3930594867868034,1439,0.812,0.031,0.826,0.787,0.052,8.723703816558606,0.3930594867868034,1439,0.812,0.031,0.826,0.787,0.052,8.723703816558606
2021,30700,68521.0,SCP_PPL1Y,0.6814159292035398,0.6208333333333333,0.6300813008130081,0.4022402358119114,1633,0.7929999999999999,0.035,0.8370000000000001,0.81,0.038,8.723703816558606,1,0.4022402358119114,1633,0.7929999999999999,0.035,0.8370000000000001,0.81,0.038,8.723703816558606,0.4022402358119114,1633,0.7929999999999999,0.035,0.8370000000000001,0.81,0.038,8.723703816558606
2022,30700,68521.0,SCP_PPL1Y,0.6208333333333333,0.6300813008130081,0.6127659574468085,0.3894770971282937,1529,0.8,0.033,0.873,0.833,0.046,8.723703816558606,1,0.3894770971282937,1529,0.8,0.033,0.873,0.833,0.046,8.723703816558606,0.3894770971282937,1529,0.8,0.033,0.873,0.833,0.046,8.723703816558606
2017,30700,68522.0,SCP_PPL1Y,0.7064676616915423,0.7055555555555555,0.7109004739336492,0.392480505628566,574,0.8390000000000001,0.055,0.5820000000000001,0.746,0.068,8.644840181561898,0,0.392480505628566,574,0.8390000000000001,0.055,0.5820000000000001,0.746,0.068,8.644840181561898,0.392480505628566,574,0.8390000000000001,0.055,0.5820000000000001,0.746,0.068,8.644840181561898
2018,30700,68522.0,SCP_PPL1Y,0.7055555555555555,0.7109004739336492,0.7303921568627452,0.3857341525651774,422,0.8290000000000001,0.054,0.6829999999999999,0.748,0.096,8.644840181561898,0,0.3857341525651774,422,0.8290000000000001,0.054,0.6829999999999999,0.748,0.096,8.644840181561898,0.3857341525651774,422,0.8290000000000001,0.054,0.6829999999999999,0.748,0.096,8.644840181561898
2019,30700,68522.0,SCP_PPL1Y,0.7109004739336492,0.7303921568627452,0.7136150234741784,0.4021667676220684,496,0.845,0.047,0.768,0.764,0.0819999999999999,8.644840181561898,0,0.4021667676220684,496,0.845,0.047,0.768,0.764,0.0819999999999999,8.644840181561898,0.4021667676220684,496,0.845,0.047,0.768,0.764,0.0819999999999999,8.644840181561898
2020,30700,68522.0,SCP_PPL1Y,0.7303921568627452,0.7136150234741784,0.7155555555555556,0.3937699005988836,507,0.818,0.052,0.847,0.775,0.08,8.644840181561898,1,0.3937699005988836,507,0.818,0.052,0.847,0.775,0.08,8.644840181561898,0.3937699005988836,507,0.818,0.052,0.847,0.775,0.08,8.644840181561898
2021,30700,68522.0,SCP_PPL1Y,0.7136150234741784,0.7155555555555556,0.6634146341463415,0.3996233457432812,544,0.825,0.0579999999999999,0.8759999999999999,0.8059999999999999,0.074,8.644840181561898,1,0.3996233457432812,544,0.825,0.0579999999999999,0.8759999999999999,0.8059999999999999,0.074,8.644840181561898,0.3996233457432812,544,0.825,0.0579999999999999,0.8759999999999999,0.8059999999999999,0.074,8.644840181561898
2022,30700,68522.0,SCP_PPL1Y,0.7155555555555556,0.6634146341463415,0.5829383886255924,0.3678503985379002,524,0.8240000000000001,0.069,0.895,0.818,0.063,8.644840181561898,1,0.3678503985379002,524,0.8240000000000001,0.069,0.895,0.818,0.063,8.644840181561898,0.3678503985379002,524,0.8240000000000001,0.069,0.895,0.818,0.063,8.644840181561898
2017,35380,70112.0,SCP_PPL1Y,0.3462897526501767,0.4401408450704225,0.5342465753424658,0.3630018320308641,67,0.696,0.079,0.361,0.59,0.043,6.654066710169039,0,0.3630018320308641,67,0.696,0.079,0.361,0.59,0.043,6.654066710169039,0.3630018320308641,67,0.696,0.079,0.361,0.59,0.043,6.654066710169039
2018,35380,70112.0,SCP_PPL1Y,0.4401408450704225,0.5342465753424658,0.4976958525345621,0.3959705488058077,84,0.695,0.078,0.488,0.569,0.048,6.654066710169039,0,0.3959705488058077,84,0.695,0.078,0.488,0.569,0.048,6.654066710169039,0.3959705488058077,84,0.695,0.078,0.488,0.569,0.048,6.654066710169039
2019,35380,70112.0,SCP_PPL1Y,0.5342465753424658,0.4976958525345621,0.5708154506437768,0.3960966444829991,108,0.688,0.069,0.58,0.573,0.019,6.654066710169039,0,0.3960966444829991,108,0.688,0.069,0.58,0.573,0.019,6.654066710169039,0.3960966444829991,108,0.688,0.069,0.58,0.573,0.019,6.654066710169039
2020,35380,70112.0,SCP_PPL1Y,0.4976958525345621,0.5708154506437768,0.7137254901960784,0.382402848603707,93,0.764,0.132,0.722,0.516,0.016,6.654066710169039,1,0.382402848603707,93,0.764,0.132,0.722,0.516,0.016,6.654066710169039,0.382402848603707,93,0.764,0.132,0.722,0.516,0.016,6.654066710169039
2021,35380,70112.0,SCP_PPL1Y,0.5708154506437768,0.7137254901960784,0.703125,0.36301955045,104,0.733,0.098,0.6940000000000001,0.497,0.017,6.654066710169039,1,0.36301955045,104,0.733,0.098,0.6940000000000001,0.497,0.017,6.654066710169039,0.36301955045,104,0.733,0.098,0.6940000000000001,0.497,0.017,6.654066710169039
2022,35380,70112.0,SCP_PPL1Y,0.7137254901960784,0.703125,0.7054263565891473,0.4466937441533388,124,0.6970000000000001,0.105,0.7240000000000001,0.487,0.0139999999999999,6.654066710169039,1,0.4466937441533388,124,0.6970000000000001,0.105,0.7240000000000001,0.487,0.0139999999999999,6.654066710169039,0.4466937441533388,124,0.6970000000000001,0.105,0.7240000000000001,0.487,0.0139999999999999,6.654066710169039
2017,35380,70113.0,SCP_PPL1Y,0.7477876106194691,0.7219730941704037,0.7251184834123222,0.3619629626326109,96,0.418,0.042,0.22,0.342,0.037,7.368766646505822,0,0.3619629626326109,96,0.418,0.042,0.22,0.342,0.037,7.368766646505822,0.3619629626326109,96,0.418,0.042,0.22,0.342,0.037,7.368766646505822
2018,35380,70113.0,SCP_PPL1Y,0.7219730941704037,0.7251184834123222,0.7410714285714286,0.3905646593126005,111,0.389,0.042,0.262,0.308,0.04,7.368766646505822,0,0.3905646593126005,111,0.389,0.042,0.262,0.308,0.04,7.368766646505822,0.3905646593126005,111,0.389,0.042,0.262,0.308,0.04,7.368766646505822
2019,35380,70113.0,SCP_PPL1Y,0.7251184834123222,0.7410714285714286,0.6799999999999999,0.379810568572515,131,0.407,0.043,0.3389999999999999,0.336,0.04,7.368766646505822,0,0.379810568572515,131,0.407,0.043,0.3389999999999999,0.336,0.04,7.368766646505822,0.379810568572515,131,0.407,0.043,0.3389999999999999,0.336,0.04,7.368766646505822
2020,35380,70113.0,SCP_PPL1Y,0.7410714285714286,0.6799999999999999,0.6272189349112426,0.4418917102728489,162,0.4679999999999999,0.0559999999999999,0.472,0.3829999999999999,0.033,7.368766646505822,1,0.4418917102728489,162,0.4679999999999999,0.0559999999999999,0.472,0.3829999999999999,0.033,7.368766646505822,0.4418917102728489,162,0.4679999999999999,0.0559999999999999,0.472,0.3829999999999999,0.033,7.368766646505822
2021,35380,70113.0,SCP_PPL1Y,0.6799999999999999,0.6272189349112426,0.5900000000000001,0.4402781888971061,53,0.498,0.065,0.523,0.409,0.043,7.368766646505822,1,0.4402781888971061,53,0.498,0.065,0.523,0.409,0.043,7.368766646505822,0.4402781888971061,53,0.498,0.065,0.523,0.409,0.043,7.368766646505822
2022,35380,70113.0,SCP_PPL1Y,0.6272189349112426,0.5900000000000001,0.5517241379310345,0.4156896861578336,150,0.517,0.054,0.644,0.473,0.035,7.368766646505822,1,0.4156896861578336,150,0.517,0.054,0.644,0.473,0.035,7.368766646505822,0.4156896861578336,150,0.517,0.054,0.644,0.473,0.035,7.368766646505822
2017,35380,70114.0,SCP_PPL1Y,0.6178343949044586,0.5128205128205129,0.5259259259259259,0.3707467814712096,441,0.537,0.0279999999999999,0.266,0.431,0.052,8.31199283899001,0,0.3707467814712096,441,0.537,0.0279999999999999,0.266,0.431,0.052,8.31199283899001,0.3707467814712096,441,0.537,0.0279999999999999,0.266,0.431,0.052,8.31199283899001
2018,35380,70114.0,SCP_PPL1Y,0.5128205128205129,0.5259259259259259,0.48,0.3485733097159303,400,0.5329999999999999,0.0279999999999999,0.321,0.421,0.0579999999999999,8.31199283899001,0,0.3485733097159303,400,0.5329999999999999,0.0279999999999999,0.321,0.421,0.0579999999999999,8.31199283899001,0.3485733097159303,400,0.5329999999999999,0.0279999999999999,0.321,0.421,0.0579999999999999,8.31199283899001
2019,35380,70114.0,SCP_PPL1Y,0.5259259259259259,0.48,0.4189189189189189,0.3365295290987892,376,0.526,0.03,0.407,0.426,0.064,8.31199283899001,0,0.3365295290987892,376,0.526,0.03,0.407,0.426,0.064,8.31199283899001,0.3365295290987892,376,0.526,0.03,0.407,0.426,0.064,8.31199283899001
2020,35380,70114.0,SCP_PPL1Y,0.48,0.4189189189189189,0.453416149068323,0.3487466533338277,455,0.531,0.036,0.478,0.4379999999999999,0.052,8.31199283899001,1,0.3487466533338277,455,0.531,0.036,0.478,0.4379999999999999,0.052,8.31199283899001,0.3487466533338277,455,0.531,0.036,0.478,0.4379999999999999,0.052,8.31199283899001
2021,35380,70114.0,SCP_PPL1Y,0.4189189189189189,0.453416149068323,0.4198473282442748,0.3603409282450007,407,0.535,0.039,0.48,0.421,0.031,8.31199283899001,1,0.3603409282450007,407,0.535,0.039,0.48,0.421,0.031,8.31199283899001,0.3603409282450007,407,0.535,0.039,0.48,0.421,0.031,8.31199283899001
